Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId
#275_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-275,"clg setpt",3,10.20.0.149,169,BAV,3,66,3
#275_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-275,"Zone Temp",3,10.20.0.149,323,BAV,3,66,7
#275_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-275,"Supply Air",3,10.20.0.149,1549,BAV,3,66,6
#276_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"Air Flow Feedback",3,10.20.0.149,43,BAV,3,67,2
#276_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"Terminal Load",3,10.20.0.149,49,BAV,3,67,1
#276_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"Room Occupied",3,10.20.0.149,748,BBV,3,67,5
#276_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"htg setpt",3,10.20.0.149,176,BAV,3,67,4
#276_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"clg setpt",3,10.20.0.149,175,BAV,3,67,3
#276_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"Zone Temp",3,10.20.0.149,324,BAV,3,67,7
#276_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-276,"Supply Air",3,10.20.0.149,1552,BAV,3,67,6
#277_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"Air Flow Feedback",3,10.20.0.149,50,BAV,3,68,2
#277_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"Terminal Load",3,10.20.0.149,56,BAV,3,68,1
#277_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"Room Occupied",3,10.20.0.149,755,BBV,3,68,5
#277_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"htg setpt",3,10.20.0.149,182,BAV,3,68,4
#277_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"clg setpt",3,10.20.0.149,181,BAV,3,68,3
#277_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"Zone Temp",3,10.20.0.149,325,BAV,3,68,7
#277_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-277,"Supply Air",3,10.20.0.149,1555,BAV,3,68,6
#278_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"Air Flow Feedback",3,10.20.0.149,57,BAV,3,69,2
#278_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"Terminal Load",3,10.20.0.149,63,BAV,3,69,1
#278_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"Room Occupied",3,10.20.0.149,762,BBV,3,69,5
#278_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"htg setpt",3,10.20.0.149,188,BAV,3,69,4
#278_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"clg setpt",3,10.20.0.149,187,BAV,3,69,3
#278_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"Zone Temp",3,10.20.0.149,326,BAV,3,69,7
#278_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-278,"Supply Air",3,10.20.0.149,1558,BAV,3,69,6
#279_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"Air Flow Feedback",3,10.20.0.149,64,BAV,3,70,2
#279_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"Terminal Load",3,10.20.0.149,70,BAV,3,70,1
#279_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"Room Occupied",3,10.20.0.149,769,BBV,3,70,5
#279_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"htg setpt",3,10.20.0.149,194,BAV,3,70,4
#279_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"clg setpt",3,10.20.0.149,193,BAV,3,70,3
#279_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"Zone Temp",3,10.20.0.149,327,BAV,3,70,7
#279_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-279,"Supply Air",3,10.20.0.149,1561,BAV,3,70,6
#280_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"Air Flow Feedback",3,10.20.0.149,71,BAV,3,71,2
#280_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"Terminal Load",3,10.20.0.149,77,BAV,3,71,1
#280_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"Room Occupied",3,10.20.0.149,776,BBV,3,71,5
#280_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"htg setpt",3,10.20.0.149,200,BAV,3,71,4
#280_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"clg setpt",3,10.20.0.149,199,BAV,3,71,3
#280_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"Zone Temp",3,10.20.0.149,328,BAV,3,71,7
#280_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-280,"Supply Air",3,10.20.0.149,1564,BAV,3,71,6
#281_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"Air Flow Feedback",3,10.20.0.149,78,BAV,3,72,2
#281_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"Terminal Load",3,10.20.0.149,84,BAV,3,72,1
#281_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"Room Occupied",3,10.20.0.149,783,BBV,3,72,5
#281_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"htg setpt",3,10.20.0.149,206,BAV,3,72,4
#281_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"clg setpt",3,10.20.0.149,205,BAV,3,72,3
#281_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"Zone Temp",3,10.20.0.149,329,BAV,3,72,7
#281_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-281,"Supply Air",3,10.20.0.149,1567,BAV,3,72,6
#282_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"Air Flow Feedback",3,10.20.0.149,85,BAV,3,73,2
#282_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"Terminal Load",3,10.20.0.149,91,BAV,3,73,1
#282_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"Room Occupied",3,10.20.0.149,790,BBV,3,73,5
#282_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"htg setpt",3,10.20.0.149,212,BAV,3,73,4
#282_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"clg setpt",3,10.20.0.149,211,BAV,3,73,3
#282_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"Zone Temp",3,10.20.0.149,330,BAV,3,73,7
#282_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-282,"Supply Air",3,10.20.0.149,1570,BAV,3,73,6
#283_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"Air Flow Feedback",3,10.20.0.149,92,BAV,3,74,2
#283_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"Terminal Load",3,10.20.0.149,98,BAV,3,74,1
#283_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"Room Occupied",3,10.20.0.149,797,BBV,3,74,5
#283_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"htg setpt",3,10.20.0.149,218,BAV,3,74,4
#283_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"clg setpt",3,10.20.0.149,217,BAV,3,74,3
#283_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"Zone Temp",3,10.20.0.149,331,BAV,3,74,7
#283_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-283,"Supply Air",3,10.20.0.149,1573,BAV,3,74,6
#284_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"Air Flow Feedback",3,10.20.0.149,99,BAV,3,75,2
#284_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"Terminal Load",3,10.20.0.149,105,BAV,3,75,1
#284_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"Room Occupied",3,10.20.0.149,804,BBV,3,75,5
#284_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"htg setpt",3,10.20.0.149,224,BAV,3,75,4
#284_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"clg setpt",3,10.20.0.149,223,BAV,3,75,3
#284_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"Zone Temp",3,10.20.0.149,332,BAV,3,75,7
#284_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-284,"Supply Air",3,10.20.0.149,1646,BAV,3,75,6
#285_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"Air Flow Feedback",3,10.20.0.149,106,BAV,3,76,2
#285_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"Terminal Load",3,10.20.0.149,112,BAV,3,76,1
#285_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"Room Occupied",3,10.20.0.149,811,BBV,3,76,5
#285_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"htg setpt",3,10.20.0.149,230,BAV,3,76,4
#285_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"clg setpt",3,10.20.0.149,229,BAV,3,76,3
#285_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"Zone Temp",3,10.20.0.149,333,BAV,3,76,7
#285_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-285,"Supply Air",3,10.20.0.149,1649,BAV,3,76,6
#286_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"Air Flow Feedback",3,10.20.0.149,113,BAV,3,77,2
#286_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"Terminal Load",3,10.20.0.149,119,BAV,3,77,1
#286_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"Room Occupied",3,10.20.0.149,818,BBV,3,77,5
#286_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"htg setpt",3,10.20.0.149,236,BAV,3,77,4
#286_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"clg setpt",3,10.20.0.149,235,BAV,3,77,3
#286_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"Zone Temp",3,10.20.0.149,334,BAV,3,77,7
#286_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-286,"Supply Air",3,10.20.0.149,1652,BAV,3,77,6
#291_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"Air Flow Feedback",1_2,10.20.0.149,120,BAV,3,78,2
#291_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"Terminal Load",1_2,10.20.0.149,132,BAV,3,78,1
#291_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"Room Occupied",1_2,10.20.0.149,825,BBV,3,78,5
#291_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"htg setpt",1_2,10.20.0.149,242,BAV,3,78,4
#291_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"clg setpt",1_2,10.20.0.149,241,BAV,3,78,3
#291_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"Zone Temp",1_2,10.20.0.149,335,BAV,3,78,7
#291_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-291,"Supply Air",1_2,10.20.0.149,129,BAV,3,78,6
#292_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"Air Flow Feedback",1_2,10.20.0.149,133,BAV,3,79,2
#292_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"Terminal Load",1_2,10.20.0.149,1165,BAV,3,79,1
#292_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"Room Occupied",1_2,10.20.0.149,832,BBV,3,79,5
#292_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"htg setpt",1_2,10.20.0.149,248,BAV,3,79,4
#292_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"clg setpt",1_2,10.20.0.149,247,BAV,3,79,3
#292_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"Zone Temp",1_2,10.20.0.149,336,BAV,3,79,7
#292_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-292,"Supply Air",1_2,10.20.0.149,1162,BAV,3,79,6
#293_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"Air Flow Feedback",1_2,10.20.0.149,1166,BAV,3,80,2
#293_thermafuser/m076,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"Terminal Load",1_2,10.20.0.149,1178,BAV,3,80,1
#293_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"Room Occupied",1_2,10.20.0.149,839,BBV,3,80,5
#293_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"htg setpt",1_2,10.20.0.149,254,BAV,3,80,4
#293_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"clg setpt",1_2,10.20.0.149,253,BAV,3,80,3
#293_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"Zone Temp",1_2,10.20.0.149,337,BAV,3,80,7
#293_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Long Bar",Room-293,"Supply Air",1_2,10.20.0.149,1175,BAV,3,80,6
#2c1a_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1A,"Air Flow Feedback",4,10.20.0.147,1205,BAV,3,81,2
#2c1a_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1A,"Room Occupied",4,10.20.0.147,860,BBV,3,81,5
#2c1a_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1A,"htg setpt",4,10.20.0.147,272,BAV,3,81,4
#2c1a_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1A,"clg setpt",4,10.20.0.147,271,BAV,3,81,3
#2c1a_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1A,"Zone Temp",4,10.20.0.147,340,BAV,3,81,7
#2c1a_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1A,"Supply Air",4,10.20.0.147,1214,BAV,3,81,6
#2c1b_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1B,"Air Flow Feedback",4,10.20.0.147,1218,BAV,3,82,2
#2c1b_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1B,"Room Occupied",4,10.20.0.147,867,BBV,3,82,5
#2c1b_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1B,"htg setpt",4,10.20.0.147,278,BAV,3,82,4
#2c1b_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1B,"clg setpt",4,10.20.0.147,277,BAV,3,82,3
#2c1b_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1B,"Zone Temp",4,10.20.0.147,341,BAV,3,82,7
#2c1b_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C1B,"Supply Air",4,10.20.0.147,1227,BAV,3,82,6
#2c3a_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-1,"Air Flow Feedback",4,20606:30,1309,BAV,3,83,2
#2c3a_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-1,"Room Occupied",4,20606:30,916,BBV,3,83,5
#2c3a_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-1,"htg setpt",4,20606:30,34,BAV,3,83,4
#2c3a_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-1,"clg setpt",4,20606:30,33,BAV,3,83,3
#2c3a_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-1,"Zone Temp",4,20606:30,477,BAV,3,83,7
#2c3a_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-1,"Supply Air",4,20606:30,1318,BAV,3,83,6
#2c3b_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-2,"Air Flow Feedback",4,20606:30,1322,BAV,3,84,2
#2c3b_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-2,"Room Occupied",4,20606:30,923,BBV,3,84,5
#2c3b_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-2,"htg setpt",4,20606:30,46,BAV,3,84,4
#2c3b_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-2,"clg setpt",4,20606:30,45,BAV,3,84,3
#2c3b_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-2,"Zone Temp",4,20606:30,479,BAV,3,84,7
#2c3b_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C3-2,"Supply Air",4,20606:30,1331,BAV,3,84,6
#2c4_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C4,"Air Flow Feedback",4,10.20.0.148,1763,BAV,3,85,2
#2c4_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C4,"Room Occupied",4,10.20.0.148,1133,BBV,3,85,5
#2c4_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C4,"htg setpt",4,10.20.0.148,607,BAV,3,85,4
#2c4_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C4,"clg setpt",4,10.20.0.148,606,BAV,3,85,3
#2c4_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C4,"Zone Temp",4,10.20.0.148,613,BAV,3,85,7
#2c4_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C4,"Supply Air",4,10.20.0.148,1772,BAV,3,85,6
#2c5_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C5,"Air Flow Feedback",4,10.20.0.147,1296,BAV,3,86,2
#2c5_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C5,"Room Occupied",4,10.20.0.147,909,BBV,3,86,5
#2c5_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C5,"htg setpt",4,10.20.0.147,314,BAV,3,86,4
#2c5_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C5,"clg setpt",4,10.20.0.147,313,BAV,3,86,3
#2c5_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C5,"Zone Temp",4,10.20.0.147,347,BAV,3,86,7
#2c5_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C5,"Supply Air",4,10.20.0.147,1305,BAV,3,86,6
#2c6a_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6A,"Air Flow Feedback",4,10.20.0.147,1231,BAV,3,87,2
#2c6a_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6A,"Room Occupied",4,10.20.0.147,874,BBV,3,87,5
#2c6a_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6A,"htg setpt",4,10.20.0.147,284,BAV,3,87,4
#2c6a_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6A,"clg setpt",4,10.20.0.147,283,BAV,3,87,3
#2c6a_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6A,"Zone Temp",4,10.20.0.147,342,BAV,3,87,7
#2c6a_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6A,"Supply Air",4,10.20.0.147,1240,BAV,3,87,6
#2c6b_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6B,"Air Flow Feedback",4,10.20.0.147,1244,BAV,3,88,2
#2c6b_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6B,"Room Occupied",4,10.20.0.147,881,BBV,3,88,5
#2c6b_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6B,"htg setpt",4,10.20.0.147,290,BAV,3,88,4
#2c6b_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6B,"clg setpt",4,10.20.0.147,289,BAV,3,88,3
#2c6b_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6B,"Zone Temp",4,10.20.0.147,343,BAV,3,88,7
#2c6b_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6B,"Supply Air",4,10.20.0.147,1253,BAV,3,88,6
#2c6c_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6C,"Air Flow Feedback",4,10.20.0.147,1257,BAV,3,89,2
#2c6c_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6C,"Room Occupied",4,10.20.0.147,888,BBV,3,89,5
#2c6c_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6C,"htg setpt",4,10.20.0.147,296,BAV,3,89,4
#2c6c_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6C,"clg setpt",4,10.20.0.147,295,BAV,3,89,3
#2c6c_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6C,"Zone Temp",4,10.20.0.147,344,BAV,3,89,7
#2c6c_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6C,"Supply Air",4,10.20.0.147,1266,BAV,3,89,6
#2c6d_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6D,"Air Flow Feedback",4,10.20.0.147,1270,BAV,3,90,2
#2c6d_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6D,"Room Occupied",4,10.20.0.147,895,BBV,3,90,5
#2c6d_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6D,"htg setpt",4,10.20.0.147,302,BAV,3,90,4
#2c6d_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6D,"clg setpt",4,10.20.0.147,301,BAV,3,90,3
#2c6d_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6D,"Zone Temp",4,10.20.0.147,345,BAV,3,90,7
#2c6d_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6D,"Supply Air",4,10.20.0.147,1279,BAV,3,90,6
#2c6e_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6E,"Air Flow Feedback",4,10.20.0.147,1283,BAV,3,91,2
#2c6e_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6E,"Room Occupied",4,10.20.0.147,902,BBV,3,91,5
#2c6e_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6E,"htg setpt",4,10.20.0.147,308,BAV,3,91,4
#2c6e_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6E,"clg setpt",4,10.20.0.147,307,BAV,3,91,3
#2c6e_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6E,"Zone Temp",4,10.20.0.147,346,BAV,3,91,7
#2c6e_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",2C6E,"Supply Air",4,10.20.0.147,1292,BAV,3,91,6
