Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#vav-2-32/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Research Group 5 213F VAV-2-32,CW Valve,4,20620:9,1,BAO,2,228,8,CW Valve
#vav-2-33/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Research Group 1-3 213C-E VAV-2-33,CW Valve,4,20620:10,1,BAO,2,230,8,CW Valve
#vav-2-34/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,CSE Break Out 213A VAV-2-34,CW Valve,4,20620:11,1,BAO,2,232,8,CW Valve
#vav-2-35/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Hallway 2C2 & 3 VAV-2-35,CW Valve,4,20620:12,1,BAO,2,234,8,CW Valve
#vav-2-36/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Hallway 213 VAV-2-36,CW Valve,4,20620:13,1,BAO,2,236,8,CW Valve
#vav-2-37/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Research Group 4 213B VAV-2-37,CW Valve,4,20620:14,1,BAO,2,238,8,CW Valve
#vav-2-38/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,CSE Lab 206 VAV-2-38,CW Valve,4,20620:15,1,BAO,2,240,8,CW Valve
#vav-2-39/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Office 205 VAV-2-39,CW Valve,4,20620:16,1,BAO,2,242,8,CW Valve
#vav-3-22/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Conference 301 VAV-3-22,CW Valve,4,20620:17,1,BAO,2,244,8,CW Valve
#vav-3-23/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,"Hallway 3C1,5,6,7 VAV-3-23",CW Valve,4,20620:18,1,BAO,2,246,8,CW Valve
#vav-3-24/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Video Conference 302 VAV-3-24,CW Valve,4,20620:19,1,BAO,2,248,8,CW Valve
#vav-3-25/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,"Hallway 3C4, Conference Support 325  VAV-3-25",CW Valve,4,20620:20,1,BAO,2,250,8,CW Valve
#vav-3-26/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Conference 324 VAV-3-26,CW Valve,4,20620:21,1,BAO,2,252,8,CW Valve
#vav-3-26/hw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Conference 324 VAV-3-26,HW Valve,4,20620:21,2,BFM,2,253,12,HW Valve
#vav-3-27/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Research Group 8 314 VAV-3-27,CW Valve,4,20620:22,1,BAO,2,254,8,CW Valve
#vav-3-28/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Research Group 7 313 VAV-3-28,CW Valve,4,20620:23,1,BAO,2,256,8,CW Valve
#vav-3-29/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Research Group 6 311 VAV-3-29,CW Valve,4,20620:24,1,BAO,2,258,8,CW Valve
#vav-3-30/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Office 305 VAV-3-30,CW Valve,4,20620:25,1,BAO,2,260,8,CW Valve
#vav-3-31/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,"Office 310 D,E Lactaion 312 VAV-3-31",CW Valve,4,20620:26,1,BAO,2,262,8,CW Valve
#vav-3-32/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Office Support 315B & C VAV-3-32,CW Valve,4,20620:27,1,BAO,2,264,8,CW Valve
#vav-3-33/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,"Office 321, 322, 323 VAV-3-33",CW Valve,4,20620:28,1,BAO,2,266,8,CW Valve
#vav-3-34/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Scholarly Activity 320  VAV-3-34,CW Valve,4,20620:29,1,BAO,2,268,8,CW Valve
#vav-3-34/hw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Scholarly Activity 320  VAV-3-34,HW Valve,4,20620:29,2,BFM,2,269,12,HW Valve
#vav-3-35/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,"Engineering 315, Reception 315A VAV-3-35",CW Valve,4,20620:30,1,BAO,2,270,8,CW Valve
#vav-3-37/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Office 315H VAV-3-37,CW Valve,4,20620:32,1,BAO,2,274,8,CW Valve
#vav-b-34/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Basement,,Research Equip. 001 VAV-B-34,CW Valve,4,20604:1,1,BAO,2,276,8,CW Valve
#vav-b-35/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Basement,,Vending 002 VAV-B-35,CW Valve,4,20604:2,1,BAO,2,278,8,CW Valve
#vav-b-36/cw_valve,10.20.0.47,Science & Engineering 2: 0206,Basement,,Hallway 0C6 VAV-B-36,CW Valve,4,20604:3,1,BAO,2,280,8,CW Valve
