Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#sav-1a2-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,Cool Requests,1_2,20613:35,4,BAV,3,3,57,
#sav-1a2-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,Heat Requests,1_2,20613:35,7,BAV,3,3,58,
#sav-1a2-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,SAV Dmpr Pos,1_2,20613:35,20,BAV,3,3,59,
#sav-1a2-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,Exhaust Flow,1_2,20613:35,23,BAV,3,3,60,
#sav-1a2-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,Supply Flow,1_2,20613:35,24,BAV,3,3,61,
#sav-1a2-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,Flow Difference,1_2,20613:35,25,BAV,3,3,62,
#sav-1a2-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wind Tunnel 185 East SAV-1A2-C,Exhaust Flow Stpt,1_2,20613:35,28,BAV,3,3,63,
#sav-1a3-b/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Clg%,1_2,20613:36,2,BAV,3,4,65,
#sav-1a3-b/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Clg Stpt,1_2,20613:36,5,BAV,3,4,67,
#sav-1a3-b/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Htg%,1_2,20613:36,9,BAV,3,4,66,
#sav-1a3-b/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Htg Stpt,1_2,20613:36,8,BAV,3,4,68,
#sav-1a3-b/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,GEX Dmpr Pos,1_2,20613:36,3,BAV,3,4,56,
#sav-1a3-b/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Cool Requests,1_2,20613:36,4,BAV,3,4,57,
#sav-1a3-b/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Heat Requests,1_2,20613:36,7,BAV,3,4,58,
#sav-1a3-b/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,SAV Dmpr Pos,1_2,20613:36,20,BAV,3,4,59,
#sav-1a3-b/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Exhaust Flow,1_2,20613:36,23,BAV,3,4,60,
#sav-1a3-b/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Supply Flow,1_2,20613:36,24,BAV,3,4,61,
#sav-1a3-b/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Flow Difference,1_2,20613:36,25,BAV,3,4,62,
#sav-1a3-b/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Instructor Support 190 SAV-1A3-B,Exhaust Flow Stpt,1_2,20613:36,28,BAV,3,4,63,
#sav-1a4-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Clg%,1_2,20613:37,2,BAV,3,5,65,
#sav-1a4-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Clg Stpt,1_2,20613:37,5,BAV,3,5,67,
#sav-1a4-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Htg%,1_2,20613:37,9,BAV,3,5,66,
#sav-1a4-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Htg Stpt,1_2,20613:37,8,BAV,3,5,68,
#sav-1a4-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,GEX Dmpr Pos,1_2,20613:37,3,BAV,3,5,56,
#sav-1a4-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Cool Requests,1_2,20613:37,4,BAV,3,5,57,
#sav-1a4-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Heat Requests,1_2,20613:37,7,BAV,3,5,58,
#sav-1a4-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,SAV Dmpr Pos,1_2,20613:37,20,BAV,3,5,59,
#sav-1a4-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Exhaust Flow,1_2,20613:37,23,BAV,3,5,60,
#sav-1a4-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Supply Flow,1_2,20613:37,24,BAV,3,5,61,
#sav-1a4-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Flow Difference,1_2,20613:37,25,BAV,3,5,62,
#sav-1a4-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Thermofluid Lab 180 SAV-1A4-C,Exhaust Flow Stpt,1_2,20613:37,28,BAV,3,5,63,
#sav-1a5-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Clg%,1_2,20613:38,2,BAV,3,6,65,
#sav-1a5-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Clg Stpt,1_2,20613:38,5,BAV,3,6,67,
#sav-1a5-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Htg%,1_2,20613:38,9,BAV,3,6,66,
#sav-1a5-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Htg Stpt,1_2,20613:38,8,BAV,3,6,68,
#sav-1a5-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,GEX Dmpr Pos,1_2,20613:38,3,BAV,3,6,56,
#sav-1a5-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Cool Requests,1_2,20613:38,4,BAV,3,6,57,
#sav-1a5-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Heat Requests,1_2,20613:38,7,BAV,3,6,58,
#sav-1a5-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,SAV Dmpr Pos,1_2,20613:38,20,BAV,3,6,59,
#sav-1a5-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Exhaust Flow,1_2,20613:38,23,BAV,3,6,60,
#sav-1a5-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Supply Flow,1_2,20613:38,24,BAV,3,6,61,
#sav-1a5-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Flow Difference,1_2,20613:38,25,BAV,3,6,62,
#sav-1a5-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 170 SAV-1A5-C,Exhaust Flow Stpt,1_2,20613:38,28,BAV,3,6,63,
#sav-1a6-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Clg%,1_2,20613:39,2,BAV,3,7,65,
#sav-1a6-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Clg Stpt,1_2,20613:39,5,BAV,3,7,67,
#sav-1a6-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Htg%,1_2,20613:39,9,BAV,3,7,66,
#sav-1a6-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Htg Stpt,1_2,20613:39,8,BAV,3,7,68,
#sav-1a6-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,GEX Dmpr Pos,1_2,20613:39,3,BAV,3,7,56,
#sav-1a6-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Cool Requests,1_2,20613:39,4,BAV,3,7,57,
#sav-1a6-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Heat Requests,1_2,20613:39,7,BAV,3,7,58,
#sav-1a6-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,SAV Dmpr Pos,1_2,20613:39,20,BAV,3,7,59,
#sav-1a6-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Exhaust Flow,1_2,20613:39,23,BAV,3,7,60,
#sav-1a6-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Supply Flow,1_2,20613:39,24,BAV,3,7,61,
#sav-1a6-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Flow Difference,1_2,20613:39,25,BAV,3,7,62,
#sav-1a6-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 West SAV-1A6-C,Exhaust Flow Stpt,1_2,20613:39,28,BAV,3,7,63,
#sav-1a7-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Clg%,1_2,20613:40,2,BAV,3,8,65,
#sav-1a7-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Clg Stpt,1_2,20613:40,5,BAV,3,8,67,
#sav-1a7-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Htg%,1_2,20613:40,9,BAV,3,8,66,
#sav-1a7-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Htg Stpt,1_2,20613:40,8,BAV,3,8,68,
#sav-1a7-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,GEX Dmpr Pos,1_2,20613:40,3,BAV,3,8,56,
#sav-1a7-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Cool Requests,1_2,20613:40,4,BAV,3,8,57,
#sav-1a7-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Heat Requests,1_2,20613:40,7,BAV,3,8,58,
#sav-1a7-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,SAV Dmpr Pos,1_2,20613:40,20,BAV,3,8,59,
#sav-1a7-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Exhaust Flow,1_2,20613:40,23,BAV,3,8,60,
#sav-1a7-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Supply Flow,1_2,20613:40,24,BAV,3,8,61,
#sav-1a7-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Flow Difference,1_2,20613:40,25,BAV,3,8,62,
#sav-1a7-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 160 East SAV-1A7-C,Exhaust Flow Stpt,1_2,20613:40,28,BAV,3,8,63,
#sav-1a8-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Clg%,1_2,20613:41,2,BAV,3,9,65,
#sav-1a8-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Clg Stpt,1_2,20613:41,5,BAV,3,9,67,
#sav-1a8-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Htg%,1_2,20613:41,9,BAV,3,9,66,
#sav-1a8-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Htg Stpt,1_2,20613:41,8,BAV,3,9,68,
#sav-1a8-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,GEX Dmpr Pos,1_2,20613:41,3,BAV,3,9,56,
#sav-1a8-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Cool Requests,1_2,20613:41,4,BAV,3,9,57,
#sav-1a8-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Heat Requests,1_2,20613:41,7,BAV,3,9,58,
#sav-1a8-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,SAV Dmpr Pos,1_2,20613:41,20,BAV,3,9,59,
#sav-1a8-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Exhaust Flow,1_2,20613:41,23,BAV,3,9,60,
#sav-1a8-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Supply Flow,1_2,20613:41,24,BAV,3,9,61,
#sav-1a8-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Flow Difference,1_2,20613:41,25,BAV,3,9,62,
#sav-1a8-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Machine Shop 175 SAV-1A8-C,Exhaust Flow Stpt,1_2,20613:41,28,BAV,3,9,63,
#sav-1b10-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Clg%,1_2,20613:43,2,BAV,3,10,65,
#sav-1b10-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Clg Stpt,1_2,20613:43,5,BAV,3,10,67,
#sav-1b10-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Htg%,1_2,20613:43,9,BAV,3,10,66,
#sav-1b10-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Htg Stpt,1_2,20613:43,8,BAV,3,10,68,
#sav-1b10-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,GEX Dmpr Pos,1_2,20613:43,3,BAV,3,10,56,
#sav-1b10-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Cool Requests,1_2,20613:43,4,BAV,3,10,57,
#sav-1b10-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Heat Requests,1_2,20613:43,7,BAV,3,10,58,
#sav-1b10-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,SAV Dmpr Pos,1_2,20613:43,20,BAV,3,10,59,
#sav-1b10-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Exhaust Flow,1_2,20613:43,23,BAV,3,10,60,
#sav-1b10-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Supply Flow,1_2,20613:43,24,BAV,3,10,61,
#sav-1b10-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Flow Difference,1_2,20613:43,25,BAV,3,10,62,
#sav-1b10-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 East SAV-1B10-C,Exhaust Flow Stpt,1_2,20613:43,28,BAV,3,10,63,
#sav-1b11-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Clg%,1_2,20613:44,2,BAV,3,11,65,
#sav-1b11-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Clg Stpt,1_2,20613:44,5,BAV,3,11,67,
#sav-1b11-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Htg%,1_2,20613:44,9,BAV,3,11,66,
#sav-1b11-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Htg Stpt,1_2,20613:44,8,BAV,3,11,68,
#sav-1b11-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,GEX Dmpr Pos,1_2,20613:44,3,BAV,3,11,56,
#sav-1b11-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Cool Requests,1_2,20613:44,4,BAV,3,11,57,
#sav-1b11-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Heat Requests,1_2,20613:44,7,BAV,3,11,58,
#sav-1b11-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,SAV Dmpr Pos,1_2,20613:44,20,BAV,3,11,59,
#sav-1b11-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Exhaust Flow,1_2,20613:44,23,BAV,3,11,60,
#sav-1b11-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Supply Flow,1_2,20613:44,24,BAV,3,11,61,
#sav-1b11-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Flow Difference,1_2,20613:44,25,BAV,3,11,62,
#sav-1b11-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 West SAV-1B11-C,Exhaust Flow Stpt,1_2,20613:44,28,BAV,3,11,63,
#sav-1b12-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Clg%,1_2,20613:45,2,BAV,3,12,65,
#sav-1b12-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Clg Stpt,1_2,20613:45,5,BAV,3,12,67,
#sav-1b12-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Htg%,1_2,20613:45,9,BAV,3,12,66,
#sav-1b12-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Htg Stpt,1_2,20613:45,8,BAV,3,12,68,
#sav-1b12-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,GEX Dmpr Pos,1_2,20613:45,3,BAV,3,12,56,
#sav-1b12-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Cool Requests,1_2,20613:45,4,BAV,3,12,57,
#sav-1b12-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Heat Requests,1_2,20613:45,7,BAV,3,12,58,
#sav-1b12-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,SAV Dmpr Pos,1_2,20613:45,20,BAV,3,12,59,
#sav-1b12-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Exhaust Flow,1_2,20613:45,23,BAV,3,12,60,
#sav-1b12-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Supply Flow,1_2,20613:45,24,BAV,3,12,61,
#sav-1b12-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Flow Difference,1_2,20613:45,25,BAV,3,12,62,
#sav-1b12-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 150 East SAV-1B12-C,Exhaust Flow Stpt,1_2,20613:45,28,BAV,3,12,63,
#sav-1b13-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Clg%,1_2,20613:46,2,BAV,3,13,65,
#sav-1b13-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Clg Stpt,1_2,20613:46,5,BAV,3,13,67,
#sav-1b13-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Htg%,1_2,20613:46,9,BAV,3,13,66,
#sav-1b13-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Htg Stpt,1_2,20613:46,8,BAV,3,13,68,
#sav-1b13-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,GEX Dmpr Pos,1_2,20613:46,3,BAV,3,13,56,
#sav-1b13-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Cool Requests,1_2,20613:46,4,BAV,3,13,57,
#sav-1b13-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Heat Requests,1_2,20613:46,7,BAV,3,13,58,
#sav-1b13-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,SAV Dmpr Pos,1_2,20613:46,20,BAV,3,13,59,
#sav-1b13-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Exhaust Flow,1_2,20613:46,23,BAV,3,13,60,
#sav-1b13-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Supply Flow,1_2,20613:46,24,BAV,3,13,61,
#sav-1b13-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Flow Difference,1_2,20613:46,25,BAV,3,13,62,
#sav-1b13-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Prep 140 SAV-1B13-C,Exhaust Flow Stpt,1_2,20613:46,28,BAV,3,13,63,
#sav-1b14-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Clg%,1_2,20613:47,2,BAV,3,14,65,
#sav-1b14-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Clg Stpt,1_2,20613:47,5,BAV,3,14,67,
#sav-1b14-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Htg%,1_2,20613:47,9,BAV,3,14,66,
#sav-1b14-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Htg Stpt,1_2,20613:47,8,BAV,3,14,68,
#sav-1b14-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,GEX Dmpr Pos,1_2,20613:47,3,BAV,3,14,56,
#sav-1b14-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Cool Requests,1_2,20613:47,4,BAV,3,14,57,
#sav-1b14-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Heat Requests,1_2,20613:47,7,BAV,3,14,58,
#sav-1b14-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,SAV Dmpr Pos,1_2,20613:47,20,BAV,3,14,59,
#sav-1b14-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Exhaust Flow,1_2,20613:47,23,BAV,3,14,60,
#sav-1b14-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Supply Flow,1_2,20613:47,24,BAV,3,14,61,
#sav-1b14-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Flow Difference,1_2,20613:47,25,BAV,3,14,62,
#sav-1b14-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 West SAV-1B14-C,Exhaust Flow Stpt,1_2,20613:47,28,BAV,3,14,63,
#sav-1b15-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Clg%,1_2,20613:48,2,BAV,3,15,65,
#sav-1b15-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Clg Stpt,1_2,20613:48,5,BAV,3,15,67,
#sav-1b15-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Htg%,1_2,20613:48,9,BAV,3,15,66,
